,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,yr_since_investment
4182,3,2.75,1850,9600,1.5,0,0,5,7,1850,0,1965,0,98034,47.7259,-122.226,1250,10500,49
12139,3,2.5,2030,2805,2.0,0,0,3,8,1720,310,2001,0,98027,47.5305,-122.047,1670,2898,13
19904,3,2.25,1760,1146,3.0,0,0,3,9,1760,0,2014,0,98122,47.6073,-122.304,1346,3472,0
12785,3,1.75,1550,10050,1.0,0,0,5,7,1550,0,1957,0,98008,47.6345,-122.123,1720,10050,58
13356,2,1.75,2230,6930,1.0,0,0,4,8,1530,700,1947,0,98105,47.6705,-122.277,1970,6930,67
16531,4,2.0,2060,3060,2.0,0,0,3,7,2060,0,1968,0,98118,47.5631,-122.285,1630,3766,47
11013,6,2.25,2550,5000,2.0,0,0,4,7,2550,0,1907,0,98117,47.6785,-122.396,1480,5000,107
10174,3,1.0,1864,6978,1.0,0,0,4,7,1864,0,1958,0,98002,47.285,-122.206,990,8000,57
14912,3,2.25,1700,9008,1.0,0,0,3,8,1340,360,1985,0,98125,47.7161,-122.317,2340,8003,30
17440,4,2.5,2230,5970,2.0,0,0,4,7,2230,0,2002,0,98042,47.3745,-122.131,1970,4919,12
21290,4,3.5,2660,5690,2.0,0,0,3,8,1920,740,2014,0,98059,47.4775,-122.122,2970,5690,0
14549,4,2.75,2250,7345,1.0,0,0,4,8,1320,930,1984,0,98023,47.2895,-122.37,1800,6950,30
16383,3,1.75,1790,15142,1.0,0,0,3,7,1360,430,1976,0,98072,47.7362,-122.172,1910,7500,39
7335,3,1.75,1880,9360,1.0,0,0,4,7,940,940,1941,0,98125,47.7131,-122.283,1390,7200,73
19357,5,3.25,4140,32700,1.0,0,4,3,10,2190,1950,1973,0,98177,47.7633,-122.369,3220,22077,42
11432,4,1.75,1990,8900,1.0,0,0,4,8,1990,0,1972,0,98006,47.5639,-122.149,2620,8925,43
20998,4,2.5,2580,3943,2.0,0,0,3,8,2580,0,2013,0,98033,47.6853,-122.21,1700,5772,1
4993,2,1.0,1030,5750,1.0,0,0,5,8,1030,0,1928,0,98116,47.5861,-122.391,1570,5750,86
10974,4,2.5,3130,5240,2.0,0,0,3,8,3130,0,2004,0,98038,47.3446,-122.042,2470,5240,11
20077,4,2.5,2830,5932,2.0,0,0,3,9,2830,0,2014,0,98199,47.6479,-122.408,2840,5593,0
16376,4,2.25,2600,10660,2.0,0,0,4,8,2600,0,1979,0,98006,47.5533,-122.156,3150,10660,35
12537,3,1.0,880,7500,1.0,0,0,3,7,880,0,1978,0,98198,47.3837,-122.307,880,7500,36
18995,3,1.0,880,10800,1.0,0,0,3,6,880,0,1942,0,98146,47.4949,-122.338,1100,8820,73
699,4,2.25,2240,11034,2.0,0,0,3,8,2240,0,1976,0,98004,47.5894,-122.195,2300,11550,38
11692,4,3.0,2490,4325,1.5,0,0,3,8,1690,800,1922,2003,98105,47.6628,-122.326,1960,4284,12
20049,4,3.25,3569,8327,2.0,0,0,3,10,3569,0,2013,0,98055,47.4595,-122.208,2550,5251,1
14628,3,2.5,2630,10131,2.0,0,0,3,9,2630,0,1989,0,98028,47.7695,-122.259,2800,10123,25
2519,4,2.5,2090,6023,2.0,0,0,3,8,2090,0,1990,0,98029,47.5713,-121.997,2090,6023,24
12554,3,1.75,2190,8000,1.0,0,0,4,8,2190,0,1967,0,98023,47.3098,-122.381,1980,8000,47
12158,3,2.0,2270,148975,1.0,0,0,4,6,1270,1000,1900,1980,98056,47.5092,-122.195,2210,17388,34
7296,4,2.5,1900,9428,2.0,0,0,3,8,1900,0,1978,0,98028,47.7628,-122.244,1830,10480,36
16771,5,2.25,3000,13899,2.0,0,0,4,8,3000,0,1975,0,98052,47.6373,-122.105,2270,10763,39
6088,3,1.75,1540,61419,1.0,0,0,3,7,1540,0,1967,0,98028,47.7663,-122.228,3790,8529,47
4695,5,2.75,2870,4461,1.0,0,0,3,7,1650,1220,1976,0,98107,47.675,-122.39,1890,4196,38
12511,4,2.5,2470,5074,2.0,0,0,3,8,2470,0,2004,0,98038,47.3457,-122.041,2470,5078,11
13369,2,1.0,760,6000,1.0,0,0,3,6,760,0,1942,0,98199,47.646,-122.384,1360,6000,73
17311,2,2.0,1090,934,3.0,0,0,3,8,1090,0,2008,0,98109,47.6341,-122.342,1090,1376,6
20871,3,3.0,1950,1833,3.0,0,0,3,9,1610,340,2009,0,98004,47.6078,-122.202,2040,2131,6
4082,3,2.5,2220,20531,2.0,0,0,3,8,2220,0,1998,0,98001,47.2864,-122.264,2420,19249,16
15030,3,1.0,1130,10018,1.0,0,0,4,6,1130,0,1954,0,98032,47.3733,-122.275,1770,7700,60
6451,4,1.5,1490,7560,2.0,0,0,3,7,1490,0,1966,0,98198,47.3684,-122.318,1490,7689,48
10131,3,1.0,1140,6400,1.0,0,0,3,7,1140,0,1962,0,98168,47.4902,-122.331,1340,6650,53
796,4,2.5,3200,36276,2.0,0,0,3,9,3200,0,1993,0,98053,47.6304,-121.994,2930,33171,21
17566,5,3.0,3480,15185,2.0,0,0,4,8,3480,0,1964,0,98040,47.5757,-122.216,3030,14257,50
6120,1,1.0,720,5000,1.0,0,0,4,6,720,0,1908,0,98118,47.5289,-122.272,1170,5000,106
2246,3,2.5,1970,9153,2.0,0,0,3,8,1970,0,2007,0,98028,47.7698,-122.268,1800,9800,7
14422,3,2.5,1940,37565,1.0,0,0,4,8,1940,0,1987,0,98027,47.4801,-122.063,2560,37565,27
21490,3,1.75,2340,7724,1.0,0,0,3,10,2340,0,2010,0,98058,47.4593,-122.134,3040,5787,5
19807,3,2.25,1540,1270,3.0,0,0,3,7,1540,0,2014,0,98103,47.6935,-122.341,1230,1454,0
10054,2,1.0,1430,3000,1.5,0,0,3,7,1300,130,1929,0,98112,47.6415,-122.303,1750,4000,85
7144,4,2.5,2750,5767,2.0,0,0,3,9,2750,0,2005,0,98038,47.3595,-122.038,2800,5376,9
18653,5,1.75,2000,10246,1.0,0,2,3,7,1200,800,1953,0,98178,47.5084,-122.246,2340,9030,62
12092,2,1.5,1160,3838,2.0,0,0,3,7,1160,0,1983,0,98034,47.7255,-122.164,1410,3780,32
2430,3,1.0,1240,6090,1.0,0,0,4,7,1240,0,1950,0,98155,47.7542,-122.307,1550,9096,64
18052,1,1.0,460,4120,1.0,0,0,3,4,460,0,1937,0,98055,47.4868,-122.199,990,4120,77
11741,3,2.0,1440,7425,1.0,0,0,4,7,1440,0,1965,0,98034,47.7243,-122.185,1800,8344,49
6662,2,1.0,680,8640,1.0,0,0,4,5,680,0,1951,0,98188,47.4559,-122.289,1320,13140,63
13585,5,2.0,1750,8220,1.0,0,0,3,7,1750,0,1956,0,98155,47.7694,-122.321,1210,6760,58
20710,4,3.0,2530,10000,2.0,0,0,3,7,2530,0,2013,0,98148,47.431,-122.335,1420,9898,1
14811,4,3.0,2570,4000,2.0,0,0,3,8,1750,820,1909,2014,98115,47.6743,-122.313,1970,4000,0
5563,3,2.5,1940,8547,1.0,0,0,3,7,1460,480,1989,0,98030,47.3491,-122.177,1750,7803,25
10999,4,2.75,2830,7334,2.0,0,0,3,8,2830,0,2005,0,98059,47.4868,-122.141,2830,7378,10
6644,4,2.75,2240,27820,1.5,0,0,4,8,2240,0,1976,0,98075,47.5936,-122.054,2330,20000,38
9166,3,2.25,2170,8480,1.0,0,0,3,8,2170,0,1965,0,98148,47.4562,-122.33,2080,8452,50
5637,5,2.0,1870,7344,1.5,0,0,3,7,1870,0,1960,0,98007,47.5951,-122.144,1870,7650,55
5454,3,2.25,2060,8640,1.0,0,0,4,8,2060,0,1966,0,98033,47.6534,-122.195,2030,9000,48
19516,3,2.25,1820,15000,1.0,0,0,3,7,1480,340,1978,0,98028,47.7401,-122.249,1930,13600,37
4643,4,1.75,3130,18253,2.0,0,0,3,7,3130,0,1978,0,98133,47.7402,-122.348,1850,12220,37
10089,3,2.0,1230,8450,1.0,0,0,3,7,1230,0,1989,0,98155,47.7548,-122.305,2110,8536,26
15964,4,2.25,3390,39356,1.0,0,0,4,8,1640,1750,1964,0,98027,47.461,-121.992,2160,38061,51
17152,3,2.5,2960,69351,2.0,1,3,4,9,2960,0,1990,0,98070,47.4,-122.42,2350,41433,24
10366,2,1.5,1110,3600,1.0,0,0,5,7,1110,0,1904,0,98119,47.6382,-122.359,1670,5400,111
12364,4,2.5,3180,31931,1.0,0,0,4,10,2390,790,1978,0,98007,47.6388,-122.149,3180,35007,36
16929,5,2.5,3210,12000,1.0,0,0,4,8,1830,1380,1968,0,98007,47.6205,-122.148,2450,12000,46
18491,3,1.0,1340,4000,1.5,0,0,4,7,1340,0,1927,0,98105,47.6652,-122.288,1510,4000,87
11532,5,2.75,2930,31411,1.0,0,0,4,9,1520,1410,1975,0,98006,47.5576,-122.186,3070,12378,39
20373,5,3.0,3110,4464,2.0,0,0,3,8,3110,0,2007,0,98011,47.7719,-122.168,2450,4221,7
7975,4,1.5,1820,12327,1.0,0,0,4,7,1380,440,1955,0,98006,47.5767,-122.144,1450,9256,59
3541,6,1.5,1930,8400,1.0,0,0,3,7,1030,900,1971,0,98146,47.4869,-122.34,1780,9520,44
5058,4,1.75,2220,4760,1.0,0,0,3,7,1320,900,1918,0,98106,47.5215,-122.348,940,4760,96
9433,3,2.0,1200,5700,1.0,0,0,5,7,1200,0,1942,0,98178,47.5031,-122.242,1190,6384,72
20426,4,3.5,3500,43560,2.0,0,0,3,9,2850,650,2014,0,98006,47.5481,-122.103,3640,40545,0
15274,3,2.25,2260,17114,2.0,0,0,3,7,2260,0,1990,0,98155,47.7537,-122.296,2360,14893,25
7266,3,1.5,1740,9046,1.0,0,0,3,7,1740,0,1956,0,98028,47.7402,-122.255,1830,9513,59
8275,3,1.0,860,10426,1.0,0,0,3,6,860,0,1954,0,98146,47.4987,-122.341,1140,11250,61
16860,4,2.5,2250,4119,2.0,0,0,3,8,2250,0,2001,0,98075,47.5973,-122.034,2290,3115,14
19083,2,2.5,3360,6750,2.0,0,0,3,9,3360,0,2004,0,98053,47.7112,-122.033,2510,6750,10
21561,5,4.0,4500,8130,2.0,0,0,3,10,4500,0,2007,0,98059,47.4832,-122.145,2840,8402,8
19695,3,2.5,1750,6351,2.0,0,0,3,7,1750,0,2012,0,98001,47.2589,-122.256,1398,6092,3
19115,3,1.75,1250,5375,1.0,0,0,3,7,1250,0,1985,0,98198,47.3787,-122.323,1320,6258,30
9524,4,2.25,2800,10800,1.0,0,0,3,8,1680,1120,1977,0,98011,47.7448,-122.177,2260,9800,37
6317,3,1.75,1740,3060,1.0,0,0,5,8,950,790,1930,2014,98115,47.6816,-122.31,1800,3960,0
3717,2,1.0,900,23000,1.0,0,0,2,7,900,0,1953,0,98042,47.3576,-122.156,1460,8265,62
17364,3,2.5,2060,4399,2.0,0,0,3,7,2060,0,2007,0,98065,47.5415,-121.884,2060,4399,7
6420,4,3.0,3400,5100,2.0,0,0,3,9,3400,0,2006,0,98038,47.3548,-122.002,3400,5672,9
400,3,3.5,1710,2096,2.0,0,0,3,8,1290,420,2008,0,98122,47.6055,-122.305,1630,1543,7
3269,3,1.0,1440,10330,1.0,0,0,4,7,1440,0,1952,0,98004,47.6245,-122.193,2080,10327,63
16,3,2.0,1890,14040,2.0,0,0,3,7,1890,0,1994,0,98019,47.7277,-121.962,1890,14018,20
21132,4,2.5,1983,6002,2.0,0,0,3,9,1983,0,2012,0,98092,47.3281,-122.164,2502,4750,2
19986,4,2.5,2800,4000,2.0,0,0,3,9,2800,0,2011,0,98103,47.6695,-122.339,1770,4200,3
7573,3,1.75,1480,7225,1.0,0,0,4,7,1480,0,1965,0,98056,47.513,-122.185,1430,7201,49
606,2,3.0,1270,1175,2.0,0,0,3,8,1110,160,2000,0,98103,47.6634,-122.34,1290,1800,14
4833,3,1.0,1600,5000,1.5,0,0,3,7,1110,490,1947,0,98107,47.655,-122.358,1380,5000,67
5966,3,2.25,2200,7355,2.0,0,0,4,8,2200,0,1986,0,98052,47.7266,-122.103,2290,7868,29
10989,4,3.25,3890,422096,1.5,0,0,3,9,3150,740,2001,0,98038,47.4125,-121.982,2180,229996,14
19192,3,1.75,1440,45302,2.0,0,0,3,7,1440,0,1977,0,98019,47.7078,-121.915,2080,49658,37
4913,3,1.5,1900,9994,1.0,0,0,3,7,1120,780,1960,0,98168,47.4729,-122.301,1900,9994,55
10868,4,2.5,2150,7303,2.0,0,0,3,8,2150,0,2005,0,98056,47.5109,-122.183,1940,9569,9
4910,3,2.5,1360,3188,2.0,0,0,3,7,1360,0,1986,0,98052,47.6831,-122.096,1090,3188,28
11486,4,2.0,2290,9200,1.5,0,0,3,7,2290,0,1920,0,98166,47.4678,-122.363,2140,9200,95
8856,5,3.25,3910,7077,2.0,0,0,3,9,2710,1200,2000,0,98038,47.3766,-122.027,2650,7077,14
165,3,1.75,1580,7000,1.0,0,0,3,7,1180,400,1976,0,98034,47.7209,-122.168,1640,7500,38
685,5,2.75,2990,6768,2.0,0,0,3,9,2990,0,2014,0,98006,47.5462,-122.182,2870,6768,1
14645,3,1.0,1600,7324,1.0,0,0,4,7,1600,0,1958,0,98056,47.5054,-122.19,1430,7249,56
21387,3,1.75,1410,1988,2.0,0,0,3,8,1410,0,2014,0,98106,47.5171,-122.347,1410,1899,1
16441,3,2.25,2640,7544,1.0,0,0,3,10,2640,0,1995,0,98004,47.6224,-122.195,2650,7904,19
15181,3,1.5,1090,8400,1.0,0,0,4,7,1090,0,1966,0,98008,47.6219,-122.115,1320,8400,48
5670,4,2.5,2020,9600,2.0,0,0,4,7,2020,0,1954,0,98136,47.5434,-122.395,2250,8550,60
8186,3,2.25,2680,98445,1.0,0,0,5,8,2680,0,1962,0,98059,47.5015,-122.108,2340,98445,53
11142,3,1.75,1930,5400,2.0,0,2,3,9,1930,0,1978,0,98177,47.77,-122.391,2100,6840,37
7945,3,1.0,1160,6132,1.0,0,0,4,7,1160,0,1958,0,98056,47.5015,-122.173,1280,6132,56
4954,3,2.25,1800,43647,1.0,0,0,4,8,1800,0,1976,0,98072,47.7757,-122.132,2480,25608,38
19129,3,1.0,980,7200,1.0,0,0,4,7,980,0,1950,0,98116,47.5718,-122.395,1180,6572,64
6701,4,2.5,3100,10000,2.0,0,0,3,9,3100,0,1978,0,98042,47.3741,-122.15,1850,9438,36
4592,5,3.25,3760,9792,2.0,0,0,3,9,2550,1210,1984,0,98006,47.5654,-122.115,2960,16500,30
3807,4,2.5,2500,8680,1.0,0,0,4,7,1250,1250,1958,0,98004,47.6073,-122.192,2140,8680,56
11078,3,1.75,1290,7205,1.5,0,0,3,7,1290,0,1971,0,98034,47.7329,-122.237,1340,7214,43
6285,3,2.5,3430,28718,1.5,0,0,3,10,3430,0,1984,0,98033,47.6477,-122.183,3440,35021,30
10179,4,2.25,3410,57063,2.0,0,0,4,8,2410,1000,1978,0,98059,47.505,-122.11,2870,145490,37
1579,3,1.75,2330,6000,1.5,0,0,4,7,1630,700,1940,0,98126,47.5765,-122.378,1600,4000,74
15170,3,1.75,1690,53578,1.0,0,0,3,8,1690,0,1984,0,98053,47.6546,-122.049,2290,52707,30
18874,3,1.75,1330,7216,1.0,0,0,3,7,1330,0,1969,0,98034,47.7199,-122.18,1500,8000,45
783,4,1.0,2000,4800,2.0,0,0,4,7,2000,0,1911,0,98103,47.6583,-122.351,1260,1452,104
5826,3,2.25,1050,572,2.0,0,0,3,7,740,310,2006,0,98106,47.5549,-122.363,1260,1062,9
9921,4,1.0,1530,5684,1.0,0,0,3,7,1130,400,1957,0,98108,47.5507,-122.298,1540,6095,57
21520,4,4.0,4920,50621,2.0,0,0,3,10,4280,640,2012,0,98053,47.6575,-122.006,4920,74052,2
4628,4,2.75,2090,8064,2.0,0,0,5,7,2090,0,1967,0,98033,47.6829,-122.195,1460,8400,47
12694,4,1.75,2340,7200,1.0,0,0,3,8,1590,750,1960,0,98146,47.497,-122.369,1970,7800,54
20631,4,2.5,2130,4467,2.0,0,0,3,8,2130,0,2014,0,98146,47.5108,-122.363,1830,8160,1
19454,2,3.25,3000,24004,1.0,0,0,3,10,2410,590,1952,0,98005,47.611,-122.157,4270,24506,62
3373,4,3.0,3150,7778,2.0,0,0,3,9,3150,0,2000,0,98075,47.5972,-122.018,2970,6500,14
9215,4,2.25,3310,8540,1.0,0,4,4,9,1660,1650,1973,0,98006,47.5603,-122.158,3450,9566,41
1431,3,2.0,1760,5400,1.0,0,0,5,7,1160,600,1927,0,98103,47.6558,-122.331,1640,5400,87
1409,2,1.0,2110,4920,1.5,0,0,3,7,1460,650,1911,0,98103,47.6872,-122.339,1390,4732,103
10572,3,1.0,1330,5000,1.0,0,0,3,7,1120,210,1957,0,98125,47.7211,-122.308,1920,7790,58
1668,3,2.0,1810,2159,1.0,0,0,3,7,1010,800,1922,0,98109,47.6273,-122.345,1810,2159,93
14415,2,1.75,1530,4387,1.0,0,0,3,8,1020,510,1952,0,98115,47.6726,-122.264,1870,5029,63
9002,3,1.75,1620,5500,1.0,0,0,3,7,1110,510,1950,0,98112,47.6393,-122.308,2100,6500,64
6557,2,1.0,940,8384,1.0,0,0,3,5,940,0,1947,0,98146,47.5065,-122.364,1290,8384,67
9281,3,1.0,1090,11292,1.0,0,0,4,7,1090,0,1952,0,98133,47.7429,-122.358,1570,8198,63
17984,1,0.75,930,6600,1.0,0,0,3,6,930,0,1924,0,98125,47.7127,-122.296,1590,6600,91
5572,5,3.0,1810,3000,2.0,0,0,3,7,1810,0,1998,0,98118,47.5622,-122.291,1670,3000,16
12445,3,2.0,1170,6750,1.0,0,0,5,7,800,370,1947,0,98115,47.6752,-122.281,1330,6750,67
5198,3,1.75,2080,11866,1.0,0,0,3,8,2080,0,1960,0,98005,47.5872,-122.173,2240,10696,54
13879,3,1.0,1070,10563,1.0,0,0,3,7,1070,0,1969,0,98072,47.7687,-122.166,1840,9638,45
17485,4,2.5,2800,6820,2.0,0,0,4,7,2800,0,1997,0,98042,47.3695,-122.108,2060,6820,17
3946,3,1.5,1950,4473,1.0,0,0,4,6,1530,420,1914,0,98034,47.7094,-122.228,2670,14256,101
6639,3,1.75,1640,10123,1.0,0,0,3,8,1340,300,1977,0,98011,47.7698,-122.167,2210,10852,38
10369,2,1.0,2140,6000,1.0,0,0,4,7,1070,1070,1946,0,98199,47.651,-122.399,1560,6000,69
14151,3,3.0,3610,17483,2.0,0,2,4,8,3610,0,1954,0,98146,47.4852,-122.357,2230,12600,61
7324,4,2.5,2680,7700,2.0,0,0,4,8,2680,0,1990,0,98031,47.4094,-122.17,2400,7700,24
19862,3,3.5,2490,3582,2.0,0,0,3,8,1720,770,2005,0,98027,47.5338,-122.067,1445,1590,9
6765,2,1.0,1220,28703,1.0,0,0,4,7,1220,0,1953,0,98056,47.4952,-122.172,2740,6720,62
5299,3,2.0,1240,14404,1.0,0,0,3,7,1240,0,1988,0,98053,47.6614,-122.06,1350,9990,26
12610,3,1.0,1200,10458,1.0,0,0,4,6,1200,0,1961,0,98023,47.3262,-122.342,1160,9000,53
18710,3,2.25,1700,7210,1.0,0,0,4,7,1250,450,1974,0,98003,47.3546,-122.318,2070,7300,41
20963,3,1.5,1040,1264,2.0,0,0,3,9,900,140,2015,0,98144,47.5951,-122.301,1350,3000,-1
2552,4,2.5,2460,10320,2.0,0,0,3,8,2460,0,1993,0,98092,47.2599,-122.215,2210,9024,22
862,3,1.75,1650,10150,1.0,0,0,3,8,1230,420,1976,0,98033,47.6963,-122.169,1930,8958,38
8936,3,2.5,1790,6452,2.0,0,0,3,7,1790,0,2004,0,98038,47.3841,-122.042,1610,3600,11
12185,4,1.75,1920,7500,1.0,0,0,4,7,1920,0,1962,0,98198,47.4222,-122.318,1490,8000,52
12140,4,1.75,2160,4333,1.0,0,0,4,8,1260,900,1942,0,98117,47.6893,-122.388,1670,4426,72
12698,3,1.0,1190,9083,1.0,0,0,3,7,1190,0,1955,0,98198,47.4116,-122.293,1190,9450,59
8159,3,2.25,1790,9927,1.0,0,2,4,7,1240,550,1969,0,98075,47.5822,-122.077,2610,10700,46
7519,3,1.0,1040,11900,1.0,0,0,5,6,1040,0,1972,0,98070,47.4332,-122.446,1250,9600,42
14215,5,3.5,2980,5100,2.0,0,0,3,10,2370,610,2015,0,98115,47.6782,-122.299,1780,5100,0
20545,2,2.0,1190,1303,2.0,0,0,3,8,800,390,2009,0,98107,47.6675,-122.368,1670,2425,6
19685,4,3.5,3390,3979,2.0,0,0,3,9,2610,780,2014,0,98199,47.6482,-122.408,3350,4165,0
7305,4,2.75,2160,7200,1.0,0,0,4,7,1220,940,1976,0,98034,47.7177,-122.224,1790,7614,38
3034,3,1.0,1310,9529,1.0,0,0,3,7,1310,0,1956,0,98198,47.4105,-122.295,1330,9529,59
16130,3,1.75,1090,6775,1.0,0,0,4,7,850,240,1950,0,98115,47.6934,-122.321,1580,5760,65
19374,4,2.5,2240,7589,2.0,0,0,3,8,2240,0,1994,0,98030,47.3824,-122.207,2250,7300,21
15850,4,1.0,1340,7920,1.0,0,0,4,7,1340,0,1970,0,98001,47.2845,-122.267,1090,9600,45
5910,3,2.25,1920,7738,1.0,0,0,3,8,1520,400,1965,0,98148,47.4562,-122.33,2170,8452,49
17850,4,1.75,1760,6000,1.0,0,0,3,7,880,880,1946,0,98119,47.6508,-122.373,2040,6000,69
18787,4,2.5,2230,4372,2.0,0,0,5,8,1540,690,1935,0,98103,47.6698,-122.334,2020,4372,79
2591,3,1.75,1440,8775,1.0,0,0,3,7,1440,0,1973,0,98034,47.7231,-122.17,1790,7865,41
11386,4,2.0,1560,8800,2.0,0,0,5,6,1560,0,1942,1967,98168,47.4927,-122.312,1480,10000,48
21612,2,0.75,1020,1076,2.0,0,0,3,7,1020,0,2008,0,98144,47.5941,-122.299,1020,1357,6
15062,3,1.0,1200,9527,1.0,0,0,3,7,1200,0,1959,0,98168,47.5112,-122.316,1510,9457,55
8627,3,1.75,2700,5040,1.0,0,2,3,8,1560,1140,1947,0,98144,47.5834,-122.29,3010,5000,68
5035,3,2.25,1670,7606,2.0,0,0,3,7,1670,0,1990,0,98022,47.1949,-121.982,1670,7433,25
6042,2,2.0,1260,10200,1.0,0,0,3,7,1020,240,1983,0,98003,47.2593,-122.312,1560,10200,31
8483,4,3.5,2540,5808,2.0,0,0,5,8,1820,720,1910,1986,98117,47.6857,-122.376,1520,5461,29
20048,4,3.0,3240,5562,2.0,0,0,3,10,3240,0,2013,0,98075,47.5919,-121.975,3380,5562,1
5789,3,2.75,3900,111514,2.0,0,0,3,6,3460,440,1967,2008,98024,47.5621,-121.924,2460,217800,6
16517,3,1.0,900,7500,1.0,0,0,4,7,900,0,1972,0,98034,47.7314,-122.237,1960,7500,42
6049,4,2.5,2560,36601,2.0,0,0,4,9,2560,0,1987,0,98075,47.5851,-121.992,2790,36601,27
7552,3,1.75,1940,219527,1.0,0,0,3,7,1940,0,1991,0,98038,47.4214,-122.02,2060,108900,23
6880,3,2.5,2670,10481,2.0,0,0,3,9,2670,0,2003,0,98033,47.6673,-122.176,2620,8895,11
20840,5,3.5,3560,5008,2.0,0,0,3,8,2810,750,2013,0,98106,47.5542,-122.359,2910,5026,1
12974,4,1.5,2190,13660,1.0,0,3,3,8,2190,0,1952,0,98177,47.7658,-122.37,2520,20500,62
8461,2,1.0,900,6400,1.0,0,0,2,6,900,0,1940,0,98118,47.5287,-122.281,1350,6405,74
7876,2,2.0,1300,6515,1.0,0,0,3,8,1300,0,2005,0,98053,47.7078,-122.013,1640,6009,9
8522,2,1.0,1170,5150,1.0,0,0,3,6,980,190,1907,0,98118,47.5503,-122.283,1660,5150,107
21538,3,2.25,998,904,2.0,0,0,3,7,798,200,2007,0,98117,47.6983,-122.367,998,1110,7
12544,2,1.5,1350,4592,1.0,0,0,3,7,1070,280,1939,0,98199,47.6511,-122.405,1610,5102,75
11677,3,1.0,980,12812,1.0,0,0,3,7,980,0,1956,0,98168,47.4892,-122.306,1430,8986,58
1862,4,2.25,2620,17366,1.0,0,3,3,9,1430,1190,1984,0,98075,47.584,-122.077,2620,15335,31
12609,5,3.75,4450,7680,2.0,0,0,3,9,3460,990,2010,0,98199,47.6418,-122.392,2550,6400,5
573,5,2.75,2550,5040,1.5,0,0,5,8,2550,0,1902,0,98122,47.6136,-122.299,1590,3840,112
4209,4,2.5,3220,5262,2.0,0,0,3,9,3220,0,2003,0,98033,47.6878,-122.162,3220,4921,11
5559,2,2.0,1670,3507,1.0,0,0,3,9,1670,0,2007,0,98029,47.5545,-122.003,2330,3889,8
4548,4,2.25,2170,8050,1.0,0,0,3,7,1220,950,1976,0,98072,47.7354,-122.174,1820,7700,38
10614,3,2.5,2400,7478,2.0,0,0,3,9,2400,0,2002,0,98019,47.7362,-121.974,2980,8182,12
18256,3,3.0,2480,5500,2.0,0,3,3,10,1730,750,1950,2005,98199,47.6466,-122.404,2950,5670,9
4517,3,2.0,1930,15540,1.0,0,0,3,8,1260,670,1958,0,98155,47.7675,-122.307,1900,12123,56
21119,5,2.75,3010,5398,2.0,0,0,3,9,3010,0,2014,0,98074,47.6067,-122.053,3360,5407,0
18513,3,1.75,1550,7410,1.5,0,0,5,7,1550,0,1944,0,98178,47.4951,-122.237,1250,7467,70
10140,1,1.0,1080,3230,1.0,0,0,3,6,1080,0,1963,0,98002,47.3075,-122.217,1210,5760,51
20526,3,2.5,1480,1485,2.0,0,0,3,8,1280,200,2007,0,98102,47.6376,-122.326,1470,1277,7
19340,4,2.75,2390,9300,1.0,0,0,3,8,1430,960,1979,0,98004,47.6035,-122.206,1910,9348,35
15456,2,1.0,910,22000,1.0,0,0,3,6,910,0,1956,0,98001,47.2777,-122.252,1326,9891,58
2884,4,3.75,4740,126759,2.0,0,0,4,10,4740,0,1991,0,98027,47.4449,-121.979,3060,118047,23
17125,3,1.75,1070,7200,1.0,0,0,3,7,1070,0,1994,0,98010,47.3129,-122.023,1280,7200,20
19247,3,1.0,1200,8470,1.0,0,0,5,7,1200,0,1961,0,98032,47.3864,-122.287,1200,7952,53
5920,3,1.0,1330,45738,2.0,0,0,2,6,1330,0,1967,0,98058,47.436,-122.185,1490,24000,47
16554,6,2.25,3550,11780,1.0,0,0,4,8,2960,590,1948,0,98125,47.7218,-122.312,2360,8850,66
9936,3,1.0,1160,9375,1.0,0,0,3,7,1160,0,1967,0,98077,47.7419,-122.073,1160,9650,48
10934,3,2.0,1750,9239,1.0,0,0,3,8,1410,340,1989,0,98133,47.7583,-122.339,1720,7874,26
20983,4,2.5,2009,5000,2.0,0,0,3,8,2009,0,2014,0,98092,47.2577,-122.198,2009,5182,0
17813,3,2.5,2020,7512,2.0,0,0,4,8,2020,0,1981,0,98033,47.6927,-122.206,2410,8500,33
5013,3,1.0,990,4440,1.0,0,0,3,6,990,0,1943,0,98106,47.522,-122.354,990,6771,71
19957,2,2.5,1680,975,3.0,0,0,3,9,1680,0,2009,0,98119,47.6321,-122.361,1680,977,5
149,3,1.0,1430,3455,1.0,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599,67
17070,3,1.75,1270,6017,1.0,0,0,4,7,1030,240,1990,0,98028,47.737,-122.225,1630,7381,25
19205,3,3.25,3080,12100,2.0,0,0,3,8,2080,1000,1984,0,98117,47.695,-122.399,2100,6581,30
8754,4,3.5,4150,49503,2.0,0,0,3,11,4150,0,2003,0,98053,47.6746,-122.018,3330,60137,11
15836,4,2.5,3860,10361,2.0,0,2,4,10,2940,920,1985,0,98006,47.5517,-122.147,3720,13155,29
4554,5,1.5,2520,5753,1.5,0,0,4,7,1510,1010,1928,0,98022,47.2058,-121.997,1620,6875,86
